Season,Team,HomeFor,HomeAgainst,For,Against,HomeResult,Result,AwayFor,AwayAgainst,AwayResult
2012,ATL,99.39024390243902,98.3170731707317,97.95121951219512,97.54878048780488,0.6097560975609756,0.5365853658536586,96.51219512195122,96.78048780487805,0.4634146341463415
2012,BKN,97.58536585365853,94.95121951219512,96.8780487804878,95.09756097560975,0.6341463414634146,0.5975609756097561,96.17073170731707,95.2439024390244,0.5609756097560976
2012,BOS,98.5,93.95,96.51851851851852,96.74074074074075,0.675,0.5061728395061729,94.58536585365853,99.46341463414635,0.34146341463414637
2012,CHA,96.46341463414635,100.6829268292683,93.42682926829268,102.65853658536585,0.36585365853658536,0.25609756097560976,90.39024390243902,104.63414634146342,0.14634146341463414
2012,CHI,92.90243902439025,90.85365853658537,93.1829268292683,92.86585365853658,0.5853658536585366,0.5487804878048781,93.46341463414635,94.8780487804878,0.5121951219512195
2012,CLE,97.14634146341463,100.17073170731707,96.5,101.1829268292683,0.34146341463414637,0.2926829268292683,95.85365853658537,102.1951219512195,0.24390243902439024
2012,DAL,103.02439024390245,100.63414634146342,101.13414634146342,101.73170731707317,0.5853658536585366,0.5,99.2439024390244,102.82926829268293,0.4146341463414634
2012,DEN,108.4390243902439,97.70731707317073,106.14634146341463,101.0609756097561,0.926829268292683,0.6951219512195121,103.85365853658537,104.41463414634147,0.4634146341463415
2012,DET,95.8048780487805,96.39024390243902,94.85365853658537,98.84146341463415,0.43902439024390244,0.35365853658536583,93.90243902439025,101.29268292682927,0.2682926829268293
2012,GS,101.78048780487805,97.63414634146342,101.17073170731707,100.28048780487805,0.6829268292682927,0.573170731707317,100.5609756097561,102.92682926829268,0.4634146341463415
2012,HOU,108.3170731707317,101.02439024390245,105.95121951219512,102.47560975609755,0.7073170731707317,0.5487804878048781,103.58536585365853,103.92682926829268,0.3902439024390244
2012,IND,97.60975609756098,89.90243902439025,94.74074074074075,90.71604938271605,0.7317073170731707,0.6049382716049383,91.8,91.55,0.475
2012,LAC,104.1219512195122,93.29268292682927,101.08536585365853,94.63414634146342,0.7804878048780488,0.6829268292682927,98.04878048780488,95.97560975609755,0.5853658536585366
2012,LAL,102.58536585365853,97.36585365853658,102.20731707317073,101.04878048780488,0.7073170731707317,0.5487804878048781,101.82926829268293,104.73170731707317,0.3902439024390244
2012,MEM,93.2439024390244,86.95121951219512,93.40243902439025,89.2560975609756,0.7804878048780488,0.6829268292682927,93.5609756097561,91.5609756097561,0.5853658536585366
2012,MIA,106.39024390243902,95.65853658536585,102.8780487804878,95.01219512195122,0.9024390243902439,0.8048780487804879,99.36585365853658,94.36585365853658,0.7073170731707317
2012,MIL,101.26829268292683,101.17073170731707,98.8780487804878,100.3780487804878,0.5121951219512195,0.4634146341463415,96.48780487804878,99.58536585365853,0.4146341463414634
2012,MIN,96.04878048780488,95.2439024390244,95.7439024390244,98.10975609756098,0.4878048780487805,0.3780487804878049,95.4390243902439,100.97560975609755,0.2682926829268293
2012,NO,93.02439024390245,95.17073170731707,94.07317073170732,97.9390243902439,0.3902439024390244,0.32926829268292684,95.1219512195122,100.70731707317073,0.2682926829268293
2012,NY,102.6829268292683,94.02439024390245,99.95121951219512,95.71951219512195,0.7560975609756098,0.6585365853658537,97.21951219512195,97.41463414634147,0.5609756097560976
2012,OKC,108.48780487804878,95.48780487804878,105.71951219512195,96.51219512195122,0.8292682926829268,0.7317073170731707,102.95121951219512,97.53658536585365,0.6341463414634146
2012,ORL,95.1219512195122,102.1219512195122,94.1219512195122,101.10975609756098,0.2926829268292683,0.24390243902439024,93.1219512195122,100.09756097560975,0.1951219512195122
2012,PHI,94.65853658536585,95.8780487804878,93.17073170731707,96.51219512195122,0.5609756097560976,0.4146341463414634,91.6829268292683,97.14634146341463,0.2682926829268293
2012,PHO,94.58536585365853,97.78048780487805,95.1829268292683,101.64634146341463,0.4146341463414634,0.3048780487804878,95.78048780487805,105.51219512195122,0.1951219512195122
2012,POR,99.17073170731707,98.82926829268293,97.5,100.67073170731707,0.5365853658536586,0.4024390243902439,95.82926829268293,102.51219512195122,0.2682926829268293
2012,SA,104.60975609756098,94.34146341463415,103.02439024390245,96.6219512195122,0.8536585365853658,0.7073170731707317,101.4390243902439,98.90243902439025,0.5609756097560976
2012,SAC,104.60975609756098,104.85365853658537,100.23170731707317,105.10975609756098,0.4878048780487805,0.34146341463414637,95.85365853658537,105.36585365853658,0.1951219512195122
2012,TOR,96.78048780487805,94.95121951219512,97.20731707317073,98.6829268292683,0.5121951219512195,0.4146341463414634,97.63414634146342,102.41463414634147,0.3170731707317073
2012,UTA,100.26829268292683,95.17073170731707,98.02439024390245,98.10975609756098,0.7317073170731707,0.524390243902439,95.78048780487805,101.04878048780488,0.3170731707317073
2012,WAS,97.8780487804878,95.17073170731707,93.21951219512195,95.7560975609756,0.5365853658536586,0.35365853658536583,88.5609756097561,96.34146341463415,0.17073170731707318
2013,ATL,100.85365853658537,99.07317073170732,101.0,101.47560975609755,0.5853658536585366,0.4634146341463415,101.14634146341463,103.8780487804878,0.34146341463414637
2013,BKN,100.5609756097561,97.34146341463415,98.52439024390245,99.52439024390245,0.6829268292682927,0.5365853658536586,96.48780487804878,101.70731707317073,0.3902439024390244
2013,BOS,96.53658536585365,99.02439024390245,96.2439024390244,100.70731707317073,0.3902439024390244,0.3048780487804878,95.95121951219512,102.39024390243902,0.21951219512195122
2013,CHA,96.48780487804878,94.29268292682927,96.85365853658537,97.07317073170732,0.6097560975609756,0.524390243902439,97.21951219512195,99.85365853658537,0.43902439024390244
2013,CHI,94.46341463414635,89.60975609756098,93.65853658536585,91.8048780487805,0.6585365853658537,0.5853658536585366,92.85365853658537,94.0,0.5121951219512195
2013,CLE,98.85365853658537,98.65853658536585,98.21951219512195,101.51219512195122,0.4634146341463415,0.4024390243902439,97.58536585365853,104.36585365853658,0.34146341463414637
2013,DAL,107.4390243902439,103.65853658536585,104.84146341463415,102.4390243902439,0.6341463414634146,0.5975609756097561,102.2439024390244,101.21951219512195,0.5609756097560976
2013,DEN,105.97560975609755,105.09756097560975,104.3780487804878,106.52439024390245,0.5365853658536586,0.43902439024390244,102.78048780487805,107.95121951219512,0.34146341463414637
2013,DET,101.1219512195122,103.60975609756098,101.04878048780488,104.70731707317073,0.4146341463414634,0.35365853658536583,100.97560975609755,105.8048780487805,0.2926829268292683
2013,GS,104.7560975609756,97.29268292682927,104.2560975609756,99.45121951219512,0.6585365853658537,0.6219512195121951,103.7560975609756,101.60975609756098,0.5853658536585366
2013,HOU,109.2439024390244,100.21951219512195,107.67073170731707,103.10975609756098,0.8048780487804879,0.6585365853658537,106.09756097560975,106.0,0.5121951219512195
2013,IND,98.53658536585365,88.04878048780488,96.7439024390244,92.34146341463415,0.8536585365853658,0.6829268292682927,94.95121951219512,96.63414634146342,0.5121951219512195
2013,LAC,110.78048780487805,100.0,107.92682926829268,100.95121951219512,0.8292682926829268,0.6951219512195121,105.07317073170732,101.90243902439025,0.5609756097560976
2013,LAL,103.95121951219512,108.07317073170732,102.95121951219512,109.2439024390244,0.34146341463414637,0.32926829268292684,101.95121951219512,110.41463414634147,0.3170731707317073
2013,MEM,98.6829268292683,96.02439024390245,96.14634146341463,94.57317073170732,0.6585365853658537,0.6097560975609756,93.60975609756098,93.1219512195122,0.5609756097560976
2013,MIA,104.46341463414635,97.36585365853658,102.1951219512195,97.4390243902439,0.7804878048780488,0.6585365853658537,99.92682926829268,97.51219512195122,0.5365853658536586
2013,MIL,94.39024390243902,101.51219512195122,95.47560975609755,103.65853658536585,0.24390243902439024,0.18292682926829268,96.5609756097561,105.8048780487805,0.12195121951219512
2013,MIN,108.02439024390245,101.8048780487805,106.92682926829268,104.2560975609756,0.5853658536585366,0.4878048780487805,105.82926829268293,106.70731707317073,0.3902439024390244
2013,NO,101.17073170731707,99.97560975609755,99.71951219512195,102.42682926829268,0.5365853658536586,0.4146341463414634,98.26829268292683,104.8780487804878,0.2926829268292683
2013,NY,99.95121951219512,99.1219512195122,98.58536585365853,99.3780487804878,0.4634146341463415,0.45121951219512196,97.21951219512195,99.63414634146342,0.43902439024390244
2013,OKC,107.70731707317073,98.46341463414635,106.15853658536585,99.8170731707317,0.8292682926829268,0.7195121951219512,104.60975609756098,101.17073170731707,0.6097560975609756
2013,ORL,100.1219512195122,101.1219512195122,96.51219512195122,101.95121951219512,0.4634146341463415,0.2804878048780488,92.90243902439025,102.78048780487805,0.0975609756097561
2013,PHI,100.3170731707317,110.29268292682927,99.45121951219512,109.90243902439025,0.24390243902439024,0.23170731707317074,98.58536585365853,109.51219512195122,0.21951219512195122
2013,PHO,108.14634146341463,102.73170731707317,105.23170731707317,102.59756097560975,0.6341463414634146,0.5853658536585366,102.3170731707317,102.46341463414635,0.5365853658536586
2013,POR,107.65853658536585,101.34146341463415,106.7439024390244,102.7560975609756,0.7560975609756098,0.6585365853658537,105.82926829268293,104.17073170731707,0.5609756097560976
2013,SA,106.34146341463415,97.4390243902439,105.35365853658537,97.63414634146342,0.7804878048780488,0.7560975609756098,104.36585365853658,97.82926829268293,0.7317073170731707
2013,SAC,102.14634146341463,102.63414634146342,100.5,103.40243902439025,0.4146341463414634,0.34146341463414637,98.85365853658537,104.17073170731707,0.2682926829268293
2013,TOR,103.4390243902439,98.7560975609756,101.28048780487805,98.03658536585365,0.6341463414634146,0.5853658536585366,99.1219512195122,97.3170731707317,0.5365853658536586
2013,UTA,96.7560975609756,100.4390243902439,95.01219512195122,102.1829268292683,0.3902439024390244,0.3048780487804878,93.26829268292683,103.92682926829268,0.21951219512195122
2013,WAS,100.34146341463415,98.29268292682927,100.65853658536585,99.39024390243902,0.5365853658536586,0.5365853658536586,100.97560975609755,100.48780487804878,0.5365853658536586
2014,ATL,103.53658536585365,95.0,102.54878048780488,97.1219512195122,0.8536585365853658,0.7317073170731707,101.5609756097561,99.2439024390244,0.6097560975609756
2014,BKN,99.02439024390245,101.34146341463415,98.02439024390245,100.90243902439025,0.4634146341463415,0.4634146341463415,97.02439024390245,100.46341463414635,0.4634146341463415
2014,BOS,101.41463414634147,99.85365853658537,101.36585365853658,101.20731707317073,0.5121951219512195,0.4878048780487805,101.3170731707317,102.5609756097561,0.4634146341463415
2014,CHA,95.02439024390245,96.63414634146342,94.15853658536585,97.32926829268293,0.4634146341463415,0.4024390243902439,93.29268292682927,98.02439024390245,0.34146341463414637
2014,CHI,101.90243902439025,97.58536585365853,100.79268292682927,97.79268292682927,0.6585365853658537,0.6097560975609756,99.6829268292683,98.0,0.5609756097560976
2014,CLE,103.4390243902439,96.0,103.13414634146342,98.65853658536585,0.7560975609756098,0.6463414634146342,102.82926829268293,101.3170731707317,0.5365853658536586
2014,DAL,106.58536585365853,102.39024390243902,105.21951219512195,102.3170731707317,0.6585365853658537,0.6097560975609756,103.85365853658537,102.2439024390244,0.5609756097560976
2014,DEN,104.17073170731707,103.85365853658537,101.46341463414635,105.01219512195122,0.4634146341463415,0.36585365853658536,98.7560975609756,106.17073170731707,0.2682926829268293
2014,DET,101.21951219512195,100.8780487804878,98.5,99.5,0.43902439024390244,0.3902439024390244,95.78048780487805,98.1219512195122,0.34146341463414637
2014,GS,113.3170731707317,98.73170731707317,109.95121951219512,99.85365853658537,0.9512195121951219,0.8170731707317073,106.58536585365853,100.97560975609755,0.6829268292682927
2014,HOU,103.5609756097561,98.0,103.92682926829268,100.48780487804878,0.7317073170731707,0.6829268292682927,104.29268292682927,102.97560975609755,0.6341463414634146
2014,IND,98.4390243902439,95.73170731707317,97.32926829268293,97.04878048780488,0.5609756097560976,0.4634146341463415,96.21951219512195,98.36585365853658,0.36585365853658536
2014,LAC,106.0,98.0,106.71951219512195,100.13414634146342,0.7317073170731707,0.6829268292682927,107.4390243902439,102.26829268292683,0.6341463414634146
2014,LAL,98.5609756097561,103.78048780487805,98.45121951219512,105.29268292682927,0.2926829268292683,0.25609756097560976,98.34146341463415,106.8048780487805,0.21951219512195122
2014,MEM,99.46341463414635,93.17073170731707,98.3170731707317,95.07317073170732,0.7560975609756098,0.6707317073170732,97.17073170731707,96.97560975609755,0.5853658536585366
2014,MIA,96.82926829268293,97.85365853658537,94.6829268292683,97.28048780487805,0.4878048780487805,0.45121951219512196,92.53658536585365,96.70731707317073,0.4146341463414634
2014,MIL,97.82926829268293,96.1951219512195,97.84146341463415,97.41463414634147,0.5609756097560976,0.5,97.85365853658537,98.63414634146342,0.43902439024390244
2014,MIN,97.04878048780488,104.17073170731707,97.7560975609756,106.54878048780488,0.21951219512195122,0.1951219512195122,98.46341463414635,108.92682926829268,0.17073170731707318
2014,NO,101.65853658536585,97.58536585365853,99.35365853658537,98.5609756097561,0.6829268292682927,0.5487804878048781,97.04878048780488,99.53658536585365,0.4146341463414634
2014,NY,91.46341463414635,99.5609756097561,91.89024390243902,101.20731707317073,0.24390243902439024,0.2073170731707317,92.3170731707317,102.85365853658537,0.17073170731707318
2014,OKC,106.8780487804878,99.8780487804878,103.95121951219512,101.76829268292683,0.7073170731707317,0.5487804878048781,101.02439024390245,103.65853658536585,0.3902439024390244
2014,ORL,97.07317073170732,102.29268292682927,95.6951219512195,101.41463414634147,0.3170731707317073,0.3048780487804878,94.3170731707317,100.53658536585365,0.2926829268292683
2014,PHI,95.2439024390244,100.29268292682927,91.97560975609755,100.95121951219512,0.2926829268292683,0.21951219512195122,88.70731707317073,101.60975609756098,0.14634146341463414
2014,PHO,102.65853658536585,101.60975609756098,102.40243902439025,103.3048780487805,0.5365853658536586,0.47560975609756095,102.14634146341463,105.0,0.4146341463414634
2014,POR,104.09756097560975,95.7560975609756,102.79268292682927,98.5609756097561,0.7804878048780488,0.6219512195121951,101.48780487804878,101.36585365853658,0.4634146341463415
2014,SA,107.41463414634147,97.82926829268293,103.1829268292683,96.98780487804878,0.8048780487804879,0.6707317073170732,98.95121951219512,96.14634146341463,0.5365853658536586
2014,SAC,101.36585365853658,102.3170731707317,101.34146341463415,105.04878048780488,0.43902439024390244,0.35365853658536583,101.3170731707317,107.78048780487805,0.2682926829268293
2014,TOR,102.70731707317073,98.36585365853658,103.98780487804878,100.91463414634147,0.6585365853658537,0.5975609756097561,105.26829268292683,103.46341463414635,0.5365853658536586
2014,UTA,96.29268292682927,93.36585365853658,95.13414634146342,94.91463414634147,0.5121951219512195,0.4634146341463415,93.97560975609755,96.46341463414635,0.4146341463414634
2014,WAS,102.3170731707317,96.29268292682927,98.53658536585365,97.8170731707317,0.7073170731707317,0.5609756097560976,94.7560975609756,99.34146341463415,0.4146341463414634
